²title²category²cluster_pred,,,
0²How to improve your company's customer focus²Opinion²Company oriented Strategy,,,
1²FutuStories - Six reasons Pasi left – and came back – to Futurice²Culture²Futustories,,,
2²Foresight methods and strategic planning in business²Strategy²Company oriented Strategy,,,
3²Uncertainty in business and how to deal with it²Opinion²Company oriented Strategy,,,
4²FutuStories – Emma-Leena Heikkinen’s story²Culture²Futustories,,,
5²The Safe Route project and how it relates to digital innovation²Opinion²Data,,,
6²Sustainability data - what is it and why does it matter?²Strategy²Mobility,,,
7²Mob Programming – key issues it can solve, benefits, and learnings²Technology²Strategy,
8²FutuStories - Meet Luisa, Senior Software Engineer & Tech Advisor²Culture²Futustories,,
9²FutuStories: A day at Futurice with Seth Peters²Culture²Futustories,,,
10²Azure Immersion Workshops in AI and Analytics | Microsoft and Futurice²Events²AI,,,
11²Futurice presents Operation Sunray: A Finnish midsummer crash course²Culture²Futurice,,,
12²How Corporate Foresight fosters innovation²Projects²Company oriented Strategy,,,
13²5 things to support mental health in the workplace at Futurice²Culture²Futurice,,,
14²Experiences of Futurice Academy from our alumni and employees²Learning²Futustories,,,
15²Why accessible digital services are so important²Innovation & Design²Design,,,
16²Future of mobility - how to stay in the driver’s seat?²Emerging Tech²Mobility,,,
17²What is MLOps and what can you do with it?²Technology²AI,,,
18²FutuStories - Meet Dariia, UX/UI Designer²Culture²Futustories,,
19²What is SRE and how does it relate to DevOps?²Learning²Strategy,,,
20²What is a connected company and how to become one?²Strategy²Company oriented Strategy,,,
21²Learnings from Design System Workshop²Ways of Working²Design,,,
22²FutuStories - Meet Maiju, Culture Consultant and Service Designer²Culture²Futustories,,
"23²""Why the """"next big thing"""" might have to be quite small""²Opinion²Futurice",,,
24²What can SRE (site reliability engineering) do for dev and ops?²Opinion²Strategy,,,
25²Differences between DevOps and SRE - what are they?²Opinion²Strategy,,,
26²FutuStories - Meet Elizabeth, Software Developer²Culture²Futustories,,
27²Three tips to a great application in the tech industry²Opinion²Futustories,,,
28²Agile tips and tricks²Ways of Working²Strategy,,,
29²How do agile and devops interrelate?²Learning²Strategy,,,
30²Azure Immersion Workshops in AI and Analytics | Microsoft and Futurice²Events²AI,,,
31²FutuStories - Meet Marc, Senior Digital Product Designer²Culture²Futustories,,
32²DevOps - what is it and why is it so important?²Learning²Strategy,,,
33²Breaking the language barrier in the workplace²Culture²Futustories,,,
34²A Short Introduction to NFTs²Emerging Tech²Futurice,,,
35²The Safe Route – improving the safety of cyclists in Sweden²Opinion²Futurice,,,
36²Future thinking and strategic foresight²Strategy²Company oriented Strategy,,,
37²DevOps engineer - what is it and what do they do?²Ways of Working²Strategy,,,
38²FutuStories - Meet Lisha, Senior Designer²Culture²Futustories,,
39²FutuStories - Six things Caique learned from living and working in different countries²Culture²Futustories,,,
40²New energy companies vs. established companies²Technology²Energy,,,
41²Experiences of digitizing the health sector²Technology²Futustories,,,
42²Guide to partner APIs and personal access tokens (PATs)²Technology²Cloud,,,
43²FutuStories - Five things that have inspired Suvi as a designer²Culture²Futustories,,,
44²Healthcare ecosystem assessment²Innovation & Design²Company oriented Strategy,,,
45²5 key aspects of zero emission mobility²Technology²Mobility,,,
46²Better patient journeys with the Connected Health Kit²Innovation & Design²Company oriented Strategy,,,
47²FutuStories – Meet Kajsa, Software Developer & Designer²Culture²Futustories,,
48²10 signs to indicate you are a senior designer²Innovation & Design²Design,,,
49²Safe cycling routes—quest for data²Opinion²Data,,,
50²FutuStories - Meet Gian, Managing Director Berlin²Culture²Futustories,,
51²FutuStories - Five things Juhis has learned about tech communities²Culture²Futustories,,,
52²What is AutoML and how can it be applied to practice?²Technology²AI,,,
53²FutuStories - Meet Tech Lead Johan²Culture²Futustories,,,
54²Patent analysis and strategies of large energy companies²Technology²Energy,,,
55²Better mobility experiences with accessible design²Innovation & Design²Mobility,,,
56²Product vs project – similar words but very different approaches²Technology²Strategy,,,
57²FutuStories - Meet Tuomas, Senior Business Designer²Culture²Futustories,,
58²Futurice invests in Vuono Group²News²Futurice,,,
59²FutuStories - Meet Teemu, Lead Data Scientist²Culture²Futustories,,
60²Micromobility and its role in mobility ecosystems²Innovation & Design²Mobility,,,
61²How to make remote work actually work²Ways of Working²Futustories,,,
62²Sustainability at Europe’s top energy companies – do talk and action correlate?²Technology²Energy,,,
63²On the Future of Retail 2030: Explore Your Data Driven Growth Opportunities²Innovation & Design²Company oriented Strategy,,,
64²FutuStories - Meet Theresa, Office & Feel Good Manager²Culture²Futustories,,
65²Six inspirational ways to make money with data²Strategy²Data,,,
66²Chasing a vision²Technology²Strategy,,,
67²How to optimize the vehicle aftersales process?²Innovation & Design²Mobility,,,
68²FutuStories - Meet Eeva, Head of Strategy & Culture²Culture²Futustories,,
69²How do companies really talk about sustainability – a data- and AI-driven experiment²Technology²Company oriented Strategy,,,
70²For bicyclists, democratizing data is a matter of life and death²Opinion²Data,,
71²Why do software transitions often fail?²Ways of Working²Strategy,,,
72²An organizational guide to machine learning business cases: Sanoma²Strategy²Data,,,
73²FutuStories - Meet Joel, Senior Software Developer²Culture²Futustories,,
74²E-mobility challenges and steps forward²Innovation & Design²Mobility,,,
75²The Time to Rebuild the Travel Industry Is Now: Start a Journey With Digitalization²Strategy²Mobility,,,
76²FutuStories - Five things I've learned from my time at Futurice with Carita²Culture²Futustories,,,
77²Sustainable mobility – think big²Innovation & Design²Mobility,,,
78²Futucare - smooth and modern software maintenance²Product²Design,,,
79²FutuStories - Meet Sonja, Managing Director Sweden²Culture²Futustories,,
80²Cabin in the (low-code) woods²Technology²Cloud,,,
81²FutuStories - One day with Kilian, Senior Designer²Culture²Futustories,,
82²How to achieve Data Mesh teams and culture?²Technology²Data,,,
83²Phil and what they love about their job as Senior Tech Consultant - FutuStories²Culture²Futustories,,,
84²Mika Harjuaho is the new CFO of Futurice²News²Futustories,,,
85²FutuStories – Six things Ayça has learned during her service design career²Culture²Futustories,,,
86²The role of technology in data mesh architecture²Technology²Data,,,
87²Open Sourcing futuLog²Technology²Futurice,,,
88²FutuStories - Meet Freyr, Senior Fullstack Developer²Culture²Futustories,,
89²Have you tried Deno yet?²Technology²Cloud,,,
90²FutuStories - Meet Joana, Design Lead²Culture²Futustories,,
91²Eeva-Jonna, Senior Software Developer & Accessibility Specialist - FutuStories²Culture²Futustories,,
92²Futurice launches a new subsidiary: Recordly²News²Data,,,
93²Simo Leisti appointed as Futurice Group CEO²News²Company oriented Strategy,,,
94²Introduction to the Inclusion canvas by Futurice – questions and answers²Culture²Futustories,,,
95²GitHub actions downtime verification²Technology²Cloud,,,
96²Minimum viable IoT platform with Serverless framework and DynamoDB²Technology²Cloud,,,
97²Diversity, Equity and Inclusion goal review²Culture²Futustories,,
98²Building an AWS Serverless system: Integration testing and accessing Private VPC resources²Technology²Cloud,,,
99²Building an AWS Serverless system — conveniently²Technology²Cloud,,,
100²Building an AWS Serverless system: Provisioned concurrency, Zero-Downtime and Monitoring²Technology²Cloud,,
101²Accessible design - why it matters and what are the benefits²Innovation & Design²Design,,,
102²Digital transformation and innovation in the health sector²Innovation & Design²Company oriented Strategy,,,
103²NodeJs and Typescript testing - case study and code²Technology²Data,,,
104²Platform ecosystems – opportunities and challenges²Innovation & Design²Company oriented Strategy,,,
105²Future of work - Nordics study and insights²Strategy²Company oriented Strategy,,,
106²Digital Accessibility expertise at Futurice²Learning²Futurice,,,
107²Case: VR Ohjus - Train Fleet Management Automation System²Innovation & Design²Data,,,
108²Satellite data - opportunities and case examples²Emerging Tech²Futurice,,,
109²Professional growth and career opportunities abroad²Culture²Futustories,,,
110²Energy and Mobility: EV Fleets with James Buxton²Opinion²Mobility,,,
111²Smart transportation and mobility in cities Imogen Pierce²Opinion²Mobility,,,
112²Experiences of data-driven design from Futurice Exponential²Innovation & Design²Data,,,
113²Energy and Mobility: EV Battery Tech with Jacqui Murray²Opinion²Mobility,,,
114²How to get remote onboarding right²Culture²Futustories,,,
115²Data Portraits – How We Reinvented the Postcard²Innovation & Design²Data,,,
116²How Spice Program supported my creation of NHL-235²Technology²Futurice,,,
117²Energy and Mobility: Net Zero with Lucy Yu²Opinion²Energy,,,
118²Energy and Mobility: A sustainable mobility environment with Carl Bayliss²Opinion²Energy,,,
119²Data-driven design thinking in organisations²Innovation & Design²Data,,,
120²Data mesh - core ideas and benefits²Technology²Data,,,
121²Smart mobility - a holistic approach to sustainability²Learning²Mobility,,,
122²Experiences of continuous learning and professional growth | Futurice²Learning²Futurice,,,
123²React Hooks and how we messed up | Futurice²Technology²Cloud,,,
124²People of Tammerforce: Taru — Futurice²Culture²Futurice,,,
125²Building a more digital healthcare sector with the Connected Health Kit²Innovation & Design²Company oriented Strategy,,,
126²People of Tammerforce: Juan — Futurice²Culture²Futurice,,,
127²People of Tammerforce: Anni — Futurice²Culture²Futustories,,,
128²People of Tammerforce: Enni — Futurice²Culture²Futurice,,,
129²People of Tammerforce: Antti — Futurice²Culture²Futustories,,,
130²People of Tammerforce: Joona — Futurice²Culture²Futustories,,,
131²People of Tammerforce: Rudolf — Futurice²Culture²Futurice,,,
132²Don’t get left behind when Germany re-opens for business²Strategy²Company oriented Strategy,,,
133²Interview with Mobility Expert Albert Vogl-Bader, Carployee²Opinion²Mobility,,
134²Data is the new sustainable revenue source in the energy market²Innovation & Design²Data,,,
135²Smart Mobility Webinar 6 UK public transport after Covid - the road to recovery²Events²Company oriented Strategy,,,
136²Energy Expert Interview with Henrik Schapp, GreenCom Networks²Opinion²Energy,,
137²How we co-created our technology strategy – and what we learned in the process²Strategy²Company oriented Strategy,,,
138²Interview with Dr. Anne Sophie Geier, Spitzenverband Digitale Gesundheitsversorgung e.V.²Opinion²Company oriented Strategy,,
139²Decentralized energy markets and impact on energy industry²Strategy²Energy,,,
140²Business value from data and analytics in simple steps²Strategy²Data,,,
141²Care, space and time – building community spirit during the pandemic²Culture²Futustories,,
142²Futurice has earned the Modernization of Web Applications to Microsoft Azure advanced specialization²News²AI,,,
143²Futuriceans coming together to address gender bias in tech²Culture²Futustories,,,
144²Girls Takeover: A Memorable Day as the CEO of Futurice²Culture²Futustories,,,
145²Design activism for a better world: every day tools²Innovation & Design²Design,,,
146²Energy Trends to watch out for in 2021 and beyond²Opinion²Energy,,,
147²FutuStories - Meet Daniel, Software Developer²Culture²Futustories,,
148²FutuStories - Meet Mustafa, Designer & Data Visualist²Culture²Data,,
149²FutuStories - Six things Megan loves about her job²Culture²Futustories,,,
150²20+ quotes about being a summer intern at Futurice²Culture²Futustories,,,
151²FutuStories -The art of wearing different hats – an interview with Sachin Jethwa²Culture²Futustories,,,
152²FutuStories - Meet Sebastian, Culture & Agile Advisor²Culture²Futustories,,
153²A new job in the Year of Corona – how was it?²Culture²Futustories,,,
154²FutuStories - Meet Andrada, Data Scientist²Culture²Futustories,,
155²Smarter operations through data and analytics²Strategy²Data,,,
156²Day with Software & Business Developer Antti - FutuStories²Culture²Futustories,,,
157²FutuStories - Nine things I've learned by Antti²Opinion²Futustories,,,
158²Predictive healthcare - real-life examples and model²Emerging Tech²Data,,,
159²Futurice Smart Mobility Webinar #5: How to Become Future-capable in Auto Retail²Learning²Company oriented Strategy,,,
160²Interview with Jens Waldmann, Founder adjutem²Opinion²Company oriented Strategy,,
161²FutuStories - Meet Melanie, Design Principal & Futurice Board Member²Culture²Futustories,,
162²My Open Source Journey²Technology²Futurice,,,
163²Towards Trustworthy Services from Cloud Provider Impartiality²Technology²Cloud,,,
164²FutuStories - Meet Bence, Junior Designer²Culture²Futustories,,
165²Energy Expert Interview with Chris Baumann, tado°²Opinion²Energy,,
166²Future of medtech depends of digital services²Emerging Tech²Company oriented Strategy,,,
167²FutuStories - Meet Laura, Senior UX Designer²Culture²Futustories,,
168²Benefits of the systematic use of data in organisations²Strategy²Data,,,
169²3 vital components of a data-enabled organisation²Strategy²Data,,,
170²Lean Enterprise Architecture: The Company API²Strategy²Data,,,
171²5 React Native takeaways - One year later | Futurice²Technology²Cloud,,,
172²Interview with Jaakko Nurkka, Co-Founder Cliniserve²Opinion²Company oriented Strategy,,
173²First four weeks at Futurice²Culture²Futustories,,,
174²Energy Expert Interview with Dr. Carlos Härtel²Opinion²Energy,,,
175²How I learned to stop worrying and love data²Innovation & Design²Data,,,
176²Healthcare ecosystems - data and digital will dominate²Strategy²Company oriented Strategy,,,
177²Hacker News Favorites²Technology²Futurice,,,
178²Supply chain issues in healthcare industry and how to solve them²Strategy²Company oriented Strategy,,,
179²Our three-step formula to building winning digital healthcare services²Strategy²Company oriented Strategy,,,
180²Interview with Friedrich Lämmel, Co-Founder Thryve²Opinion²Company oriented Strategy,,
181²Interview with Mobility Expert Augustin Friedel²Opinion²Mobility,,,
182²Interview with Mobility Expert Christian Höber, Co-Founder Pinkbus²Technology²Mobility,,
183²How to run a remote design critique²Ways of Working²Futurice,,,
184²Futurice launches a new subsidiary: Meltlake²News²Futurice,,,
185²An in-depth Look at Camunda BPMN Application Development²Technology²Cloud,,,
186²Smarter energy grid maintenance and development for a more resilient future²Opinion²Energy,,,
187²Terraform Recipe for WordPress on Fargate²Technology²Cloud,,,
188²Interview with Mobility Expert Katharina Wagner²Opinion²Mobility,,,
189²Using satellite data with Skywatch API²Emerging Tech²Cloud,,,
190²Leaders build resilience through sharing²Culture²Company oriented Strategy,,,
191²Interviewing remotely - did I succeed?²Culture²Futurice,,,
192²What Open Source Can Do for Music Making²Learning²Futurice,,,
193²Form critique with love²Culture²Design,,,
194²What’s next, Energy? - An Interview with Jan Hermann²Opinion²Energy,,
195²Building Futurice into an inclusive workplace²Culture²Futustories,,,
196²What’s next, Energy? - An Interview with Lauri Anttila²Technology²Energy,,
197²How to make knowledge transfer work better²Opinion²Futurice,,,
198²Business forecasting with Facebook Prophet²Learning²Cloud,,,
199²Why customer-centricity is key to succeeding in the energy business²Technology²Energy,,,
200²What’s next, Energy? - An interview with Pirja Heiskanen²Opinion²Energy,,
201²Accessibility at Work - Global Accessibility Awareness Day 2020 Recap²Events²Design,,,
202²Interview with Mobility Expert Dr. Martin Vetter, TÜV SÜD²Opinion²Mobility,,
203²Practical guidelines for spotting machine learning use cases²Emerging Tech²AI,,,
204²What’s next, Energy? - An interview with Emile Stoverinck²Opinion²Energy,,
205²Enabling the future of demand response at scale²Technology²Energy,,,
206²The transition towards cleaner energy production requires automated and AI-augmented energy management²Technology²Energy,,,
207²What is our strategy, really?²Strategy²Data,,
208²OpenResty: a Swiss Army Proxy for Serverless; WAL, Slack, Zapier and Auth²Technology²Cloud,
209²How responsible design can help prevent exclusion²Innovation & Design²Design,,,
210²Interview with Mobility Expert Valentin Jahn, CAR2AD²Opinion²Mobility,,
211²Case Corosim - Operationalising a Data-Driven Management System²Emerging Tech²Cloud,,,
212²A Minimal Identity Aware Proxy for Google Cloud Run²Technology²Cloud,,,
213²It’s time for courageous and unprecedented moves, not more of the same²Culture²Futurice,,
214²What I learned co-creating one of the fastest-growing apps in Finland²Projects²Strategy,,,
215²Automating Automation: BPMN ⨉ OpenAPI²Technology²Cloud,,,
216²Answering Your React App's Questions with Redux Selectors | Futurice²Technology²Cloud,,,
217²Business model innovation helps industrial firms move beyond COVID-19²Innovation & Design²Company oriented Strategy,,,
218²Leadership after corona - a personal view²Culture²Futustories,,,
219²Futurice’s journey with OKRs: 16 insights we have learned the hard way²Strategy²Futurice,,,
220²From bits to pieces: How design systems improve collaboration²Innovation & Design²Design,,,
221²Friends and Family Minecraft Server Terraform Recipe²Technology²Futurice,,,
222²Know your customers with RFM²Learning²Cloud,,,
223²Easy tools for building resilient, future-proof organisations²Strategy²Company oriented Strategy,,
224²Urban mobility ecosystem design best practices²Strategy²Mobility,,,
225²At-least-once Delivery for Serverless Camunda Workflow Automation²Technology²Cloud,,,
226²#WirVsVirus Hackathon - Joining forces with Germany’s brightest minds to fight the Pandemic²Events²Futurice,,,
227²Access Google Doc with Service Account Example in Typescript²Technology²Cloud,,,
228²Serverless Camunda Terraform Recipe using Cloud Run and Cloud SQL²Technology²Cloud,,,
229²Get the most out of remote work²Ways of Working²Futustories,,,
230²A story of one lady's journey in tech²Opinion²Futustories,,,
231²The long haul - how to win the race for the future of urban mobility²Strategy²Mobility,,,
232²Confessions Of A Recovering Car-a-holic²Technology²Mobility,,,
233²Non-technical skills matter for a data scientist²Technology²Data,,,
234²Battle For Future - a fusion of art and data²Innovation & Design²Company oriented Strategy,,,
235²What are digital twins - really²Technology²Company oriented Strategy,,,
236²Tech Weeklies as a Learning Platform²Technology²Futustories,,,
237²Leveraging the power of trust and data in urban mobility²Emerging Tech²Data,,,
238²Waste not, want not²Opinion²Company oriented Strategy,,
239²I’m a developer, not a coder – my experiences of working in an innovation consultancy²Technology²Strategy,,
240²Connected Manufacturing Leaders Summit in Berlin - Day Two²Innovation & Design²Company oriented Strategy,,,
241²Connected Manufacturing Leaders Summit in Berlin - Day One Highlights²Innovation & Design²Company oriented Strategy,,,
242²Systems Thinking & Sustainability²Ways of Working²Company oriented Strategy,,,
243²Google Cloud Platform: Mastering BigQuery Costs²Technology²Cloud,,,
244²Building trust and creating value – how to use data in mobility ecosystems²Strategy²Data,,,
245²International work, professional growth & Tampere vibes²Culture²Futustories,,
246²MAN Data Hackathon 2019: It's a wrap!²Events²Futurice,,,
247²Voice Interfaces - experience of the future. A user experience designers take on voice user interfaces and emerging technologies²Emerging Tech²Design,,,
248²Cars, Bots and Prototyping - A Summer of Mentoring²Culture²AI,,
249²New age for Nordic manufacturing²Strategy²Company oriented Strategy,,,
250²Why stupid questions are often the most important ones²Ways of Working²Futurice,,,
251²How Stuttgart saved me from getting stuck in a rut²Culture²Futustories,,,
252²BigQuery to Cloud Memorystore (Redis) over the VPC Serverless Connector²Technology²Cloud,,,
253²Collaborating for a Resilient Future²Ways of Working²Company oriented Strategy,,,
254²How to Spark Change with Agile Coaching, Part 2: Scaling Change²Culture²Strategy,,
255²What is it like to work at Futurice for summer?²Culture²Futustories,,,
256²How to Spark Change with Agile Coaching²Culture²Strategy,,,
257²Coding School for Futurice children²Culture²Futurice,,,
258²Why a tech company needs artistic intervention²Culture²AI,,,
259²Co-design for managing uncertainty²Innovation & Design²Design,,,
260²Futurice Appoints Sonja Lakner as Sweden Managing Director²News²Company oriented Strategy,,,
261²Five Hot Takes from a Whirlwind Tour of IFA 2020²Opinion²Futurice,,,
262²Of amusement parks, rally legends and self-driving vehicles²Emerging Tech²Futurice,,
263²ITclusive - together we can make IT more inclusive in Finland²News²Futurice,,,
264²Three steps to extracting business value from AI²Strategy²Company oriented Strategy,,,
265²Programming with State: Concurrency²Technology²Cloud,,,
266²Programming with State: Architectural Roles²Technology²Cloud,,,
267²Programming with State: Values and Entities²Technology²Cloud,,,
268²A Robotic Tutor of Sign Language for Children with Autism²Emerging Tech²AI,,,
269²Transitioning to Circular Economy? Pick Futurice.²Innovation & Design²Company oriented Strategy,,,
270²Dealing with fintech innovators - quick innovation wins for incumbents²Innovation & Design²Company oriented Strategy,,,
271²Futurice Head of Innovation Tugberk Duman discusses the future of travel on CNBC’s The Edge²News²Mobility,,,
272²The Little Robot that Lived at the Library²Emerging Tech²AI,,,
273²Speeding Design Reviews with BrowserStack and Jira²Technology²Design,,,
274²Learning Clojure at Futurice, how does it happen?²Learning²Futurice,,
275²AI leader Peltarion enlists innovation expert Futurice to drive affordable, real-world AI applications across all industries.²Emerging Tech²Company oriented Strategy,,
276²The Robotic Influencers of our Future: A Minecraft-playing, Twitch-streaming Robot²Emerging Tech²AI,,
277²Staying human-centred in a data economy²Innovation & Design²Data,,,
278²Carmakers, ecosystem's orchestrators²Innovation & Design²Mobility,,
279²Why car makers need a kick up the bonnet when it comes to their ecosystem strategies²Opinion²Futurice,,,
280²What I Learned During my Brief Existence as a Robot²Emerging Tech²AI,,,
281²What next for CX?²Innovation & Design²Mobility,,,
282²Adding social features to an MiR autonomous mobile robot²Emerging Tech²AI,,,
283²How to create meaningful digital products?²Innovation & Design²Design,,,
284²5 things to consider when facilitating remote co-creation workshops²Ways of Working²Futurice,,,
285²Futurice appoints David Mitchell as UK MD²News²Futurice,,,
286²Experiences of .net core microservices²Technology²Cloud,,,
287²Bringing home to work²Culture²Futustories,,,
288²Hacking the arts - 3 days where creative arts meets tech²Events²Futurice,,,
289²Futures literacy insights and report²Innovation & Design²Company oriented Strategy,,,
290²Futurice Germany is expanding - new office opens in Stuttgart²News²Futurice,,,
291²The Field Ops Guide - or The Art of Looking Away From Explosions²Ways of Working²Futurice,,,
292²Coffee shop of the future²Innovation & Design²Mobility,,,
293²Introducing Redux Preboiled²Technology²Cloud,,,
294²Bach to the Future (or, Humanising Music With Neural Nets)²Technology²Futurice,,
295²Beyond the touch screen - Impressions from the world’s largest industrial fair (2019 edition)²Events²AI,,,
296²Omnibility Talk Series - Interview with Benjamin Mosse, CPO @ heycar²Opinion²Mobility,,
297²Omnibility Talk Series - Interview with Valentin Jahn, CEO @car2ad GmbH²Opinion²Mobility,,
298²Omnibility Talk Series - Interview with Kees Romkes, Head of Product @ Oply GmbH²Opinion²Mobility,,
299²Retros to the future - Agile transformation for the whole organisation²Ways of Working²Strategy,,,
300²Partner to Protect: How energy firms need smart alliances to keep their competitors at bay²News²Energy,,,
301²Announcing fromfrom - a LINQ inspired library to transform sequences of data in JS.²Technology²Cloud,,,
302²What you need to know when designing ubiquitous computing applications²Emerging Tech²Design,,,
303²Making United Nations SDGs ... stick²Strategy²Futurice,,,
304²Four Ways Construction can Pull Together to Embrace the Benefits of Digital Transformation²Emerging Tech²Company oriented Strategy,,,
305²“Stretch your mind – it makes you future capable”²Events²AI,,,
306²Improving documentation of open source software²Technology²Futurice,,,
307²Futurice Winter Classic 2019 - a Friendly Hockey Rivalry²Culture²Futurice,,,
308²Rapid Hardware Prototyping—Turbocharge your process with PELA blocks²Innovation & Design²Futurice,,,
309²Improv Maps and Why Time Travel is Part of My Job Description²Innovation & Design²Company oriented Strategy,,,
310²Purpose-Driven Decisions and Dialogue²Strategy²AI,,,
311²Preparing yourself to AI workers²Strategy²AI,,,
312²Futurice names Johannes Stock as Global Head of Design²News²Design,,,
313²Futurice Professional Volunteering Bonus extended²Culture²Futurice,,,
314²Asking why. Uncovering real business objectives²Ways of Working²Company oriented Strategy,,,
315²The car is dead, long live the mobility ecosystem²Strategy²Mobility,,
316²AI, machine learning and deep learning explained²Emerging Tech²AI,,
317²What's up at Futurice Oslo?²News²Futustories,,,
318²Modeling Qualitative Data in Business Contexts²Strategy²Company oriented Strategy,,,
319²Five ways to shift innovation projects from theory to practice²Innovation & Design²Company oriented Strategy,,,
320²Qualitative Modeling Helps Reveal Your Bias²Strategy²Company oriented Strategy,,,
321²Defining the future – our profile in Web Designer Magazine²Opinion²Futustories,,,
322²Introducing Business Design to MSc Imperial students²Ways of Working²Design,,,
323²A Primer for Future-Proofing Strategic Business Decisions²Strategy²Company oriented Strategy,,,
324²Why You Probably Don't Want to Own a Car in 10 Years²Innovation & Design²Mobility,,,
325²Introducing the Futurice Principles for Ethical AI²Ways of Working²Futurice,,,
326²What we learned by teaching others how to use our IoT kit²Learning²Design,,,
327²Recap on KotlinConf Amsterdam 2018²Events²Cloud,,,
328²“One Innovation Culture, Please”²Culture²Company oriented Strategy,,
329²10 principles for designing voice services for children²Emerging Tech²Design,,,
330²Travel brands and data sharing²Opinion²Mobility,,,
331²Oil wells on wheels: how carmakers can extract the real value of big data²Strategy²Data,,,
332²Holistic DevOps - Economies of Speed²Ways of Working²Strategy,,,
333²Carmakers in pole position to lead the personal data race²Strategy²Data,,,
334²So You Want to Build a Platform²Opinion²Design,,,
335²Achievement unlocked: Five-time Microsoft MVP²Ways of Working²Futurice,,,
336²Change is simple – give a little to get a lot back²Culture²Futustories,,,
337²Value to market and value added services in auto-industry²Strategy²Company oriented Strategy,,,
338²Privacy and Personalisation – Squaring the Circle for Travel Brands²Innovation & Design²Mobility,,,
339²Holistic DevOps - it’s not a project and it’s not IT²Ways of Working²Strategy,,,
340²Developing AI capabilities at Futurice Germany²Emerging Tech²Data,,,
341²Artificial intelligence²Emerging Tech²AI,,,
342²Futurice ☓ Codebar - diversifying tech²Events²Futurice,,,
343²Will OEMs own the next generation of data-driven Automotive services?²Strategy²Data,,,
344²Designing new ways of working for a harbor of the future – a Futurice case study from TOC Europe²Innovation & Design²Design,,,
345²Futurice alum Risto Sarvas named Professor of Practice at Aalto University²News²Design,,,
346²Frontend 2018²Technology²Cloud,,,
347²Momo the robot met children²Emerging Tech²AI,,,
348²Futupolis & Berlin - A Tale of Two Cities²Events²Futustories,,,
349²Twitch²Opinion²Futurice,,,
350²My Four Takeaways from the FT Future of Construction Summit²Events²Company oriented Strategy,,,
351²Futurice has earned the Modernization of Web Applications to Microsoft Azure advanced specialization²News²AI,,,
352²Meta HoloLens²Emerging Tech²Cloud,,,
353²Design consultant²Ways of Working²Design,,,
354²Norway is the new black²News²Company oriented Strategy,,,
355²State of hype tech - part 1²Emerging Tech²Design,,,
356²Operation Snowflake is here (again!)²Culture²Futurice,,,
357²What I've Learned Validating with Joi²Learning²Cloud,,,
